numero_serial;modelo;mid;estado;nome;nome_fantasia;codigo;fornecedor;AQUISICAO
VF80002639;X990;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
VF80002456;X990;308422;NO CLIENTE;CAROLINE MARIANO DE MORAES;BELLA VITA ESTETICA E SAUDE;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80002399;X990;910106;NO CLIENTE;JOSE LUIZ LIZA CARRILLO;CANTINHO DA ROCA;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80002324;X990;314423;NO CLIENTE;JOSE SALES DE OLIVEIRA BORRACHARIA;CNPJ - BAIANO BORRACHARIA;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80002305;X990;961187;NO CLIENTE;CIEO - CLINICA INTEGRADA E ESPECIALIDADES ODONTOLOGICAS LTDA;ODONTOCOMPANY;1708;ANA PAULA MIELLI;ALUGADA
VF80002313;X990;1223544;NO CLIENTE;RS ALVES LANCHONETE;O REI DO SUCO;2980;SUPERAPP SERVICOS;ALUGADA
VF80002327;X990;1225293;NO CLIENTE;ODONTO SAUDE LTDA;ODONTO SAUDE;1350;GF CONSULTORIA EMPRESARIAL LTDA;ALUGADA
VF80002394;X990;1007004;NO CLIENTE;GENESIO DA COSTA FREIRE-ME;SEGMAX SEGURANCA ELETRONICA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80002375;X990;307901;NO CLIENTE;ESCRITORIOS REUNIDOS CAMPOS SALLES LTDA;IMOBILIARIA CAMPOS SALLES;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
VF80002342;X990;1143530;NO CLIENTE;PIZZARIA FOGACA & ATACAREJO MANDU LTDA;ADEGA RESERVA 92;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80002408;X990;300895;NO CLIENTE;AGROPET COMERCIO E AGROPECUARIA LTDA;AGROPET MEIRELES;2852;MEIRELES GROUP;ALUGADA
VF80002406;X990;307896;NO CLIENTE;ADEGA MORANDIN LTDA;ADEGA MORANDIN;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
VF80002491;X990;318950;NO CLIENTE;MACOBRAZ MATERIAIS PARA CONSTRUCAO LTDA;MACOBRAZ MATERIAIS PARA CONSTRUCAO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80002447;X990;1143735;NO CLIENTE;ANTONIO EDSON DE SOUZA;AGRO SHOPPING E DERIVADOS;1708;ANA PAULA MIELLI;ALUGADA
VF80002473;X990;961187;NO CLIENTE;CIEO - CLINICA INTEGRADA E ESPECIALIDADES ODONTOLOGICAS LTDA;ODONTOCOMPANY;1708;ANA PAULA MIELLI;ALUGADA
VF80002475;X990;1227225;NO CLIENTE;DILTON DOS SANTOS OLIVEIRA;SKY BAR II;2932;GRUPO EXATAPAY;ALUGADA
VF80002472;X990;307761;NO CLIENTE;TARCISIO PIRES DE SOUZA 06029962876;TARCISIO LANCHES;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80002460;X990;923178;NO CLIENTE;FABIO JOSE CAVALINI;FABIO JOSE CAVALINI;1708;ANA PAULA MIELLI;ALUGADA
VF80002494;X990;1071835;NO CLIENTE;EDIGLEISSON SILVA DA ROCHA;EDIGLEISSON SILVA DA ROCHA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80002497;X990;1225925;NO CLIENTE;AUGUSTO GERALDINO & CIA LTDA - ME;BAR FLAMENGO;2980;SUPERAPP SERVICOS;ALUGADA
VF80002597;X990;1224753;NO CLIENTE;PASTELARIA ENGENHO LTDA;PASTELARIA ENGENHO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80002627;X990;301953;NO CLIENTE;THE BEST RT PIZZA LTDA;THE BEST PIZZA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80002588;X990;1186280;NO CLIENTE;PAPELARIA E ELETRONICOS MEIRELES LTDA;PAPELARIA E ELETRONICOS MEIRELES;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80002592;X990;1099084;NO CLIENTE;LANCHONETES NALDO LANCHES LTDA;LANCHONETES NALDO LANCHES LTDA;1708;ANA PAULA MIELLI;ALUGADA
VF80002599;X990;1148551;NO CLIENTE;DROGARIA FARMAPOPULAR DM LTDA;DROGARIA FARMAPOPULAR;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80002610;X990;1219563;NO CLIENTE;BOMBATTA CLUB BAR E RESTAURANTE LTDA;BOMBATTA CLUB;1708;ANA PAULA MIELLI;ALUGADA
VF80002640;X990;301953;NO CLIENTE;THE BEST RT PIZZA LTDA;THE BEST PIZZA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80007298;X990;1136974;NO CLIENTE;MARCHETTI E CIA LTDA;MARCHETTI E CIA LTDA;1708;ANA PAULA MIELLI;ALUGADA
VF80007866;X990;304600;NO CLIENTE;SARTORI E PALTRINIERI COMERCIO DE LINGERIE LTDA;ROSE LINGERIE;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80007983;X990;1230904;NO CLIENTE;ANTONIO DO CARMO VASCO;CHURRASQUINHO E CIA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80009986;X990;1203194;NO CLIENTE;CASA DE CARNE SABOR A MAIS LTDA;CASA DE CARNE SABOR A MAIS;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80009862;X990;1225894;NO CLIENTE;ACAITERIA ORIGINAL LTDA;ACAITERIA ORIGINAL;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80009972;X990;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
VF80009992;X990;982544;NO CLIENTE;IVAN DA SILVA MOREIRA 00118782150;DISTRIBUIDORA DE BEBIDAS E CONVENIENCIA DU'BAIRRO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80009938;X990;324801;NO CLIENTE;FUNERARIA APOCALIPSE LTDA;FUNERARIA BOA ESPERANCA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80009997;X990;300158;NO CLIENTE;EDUARDO DA SILVA FROES & CIA. LTDA;SOBRADAO;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80010121;X990;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
VF80010183;X990;314241;NO CLIENTE;ANA PAULA TEIXEIRA LEME;COSTURANDO COM ARTE;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80010167;X990;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
VF80010166;X990;961187;NO CLIENTE;CIEO - CLINICA INTEGRADA E ESPECIALIDADES ODONTOLOGICAS LTDA;ODONTOCOMPANY;1708;ANA PAULA MIELLI;ALUGADA
VF80010289;X990;1147566;NO CLIENTE;HM ODONTOLOGIA LTDA;BEM VIVER IMPLANTES;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80010243;X990;1223544;NO CLIENTE;RS ALVES LANCHONETE;O REI DO SUCO;2980;SUPERAPP SERVICOS;ALUGADA
VF80012051;X990;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
VF80011980;X990;998757;NO CLIENTE;ADENILSON CARDOSO MONTALVAO;ADENILSON CARDOSO MONTALVAO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80012243;X990;1230451;NO CLIENTE;A. DA SILVA MACHADO ELETRONICOS;MIXY MAGAZINE;2980;SUPERAPP SERVICOS;ALUGADA
VF80012289;X990;1013757;NO CLIENTE;THE BEST PIZZA LP LTDA;THE BEST PIZZA LP;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80012309;X990;307590;NO CLIENTE;CARLOS ALBERTO DE SOUZA DEMATE JUNIOR;CNPJ -  CARLOS DEMATE;1708;ANA PAULA MIELLI;ALUGADA
VF80012314;X990;314206;NO CLIENTE;ALCIMARA APARECIDA DE TOLEDO MONTANHEIRO;ALCIMARA - ORQUIDEA MANIA;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
VF80012364;X990;1067171;NO CLIENTE;TREXLIFTSUSPESION LTDA;TREX LIFT;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80012319;X990;314229;NO CLIENTE;CONSTANCIA MONTANHEIRO PINTO;ORQUIDEA MANIA;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
VF80012312;X990;1147566;NO CLIENTE;HM ODONTOLOGIA LTDA;BEM VIVER IMPLANTES;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80012368;X990;1218047;NO CLIENTE;HORTIFRUTIGRANJEIROS COMERCIO DE ALIMENTOS LTDA;SACOLAO DA ECONOMIA;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
VF80012385;X990;304930;NO CLIENTE;DIOGO CARVALHO FALCONI;CENTRAL DO OLEO;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
VF80012369;X990;1230015;NO CLIENTE;ELAINE PATRICIA SARAIVA DE ARAUJO CARVALHO;ELAINE PATRICIA SARAIVA DE ARAUJO CARVALHO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80012365;X990;314536;NO CLIENTE;JOSE CARLOS DE MARCO FILHO;TOTAL PNEUS;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80012358;X990;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
VF80012391;X990;316427;NO CLIENTE;ADRIANA MELLO SOARES DE GODOI;MA LEVI MALHAS;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80012390;X990;921355;NO CLIENTE;PHARMANACIA MANIPULACAO E COMERCIO LTDA;PHARMANACIA MANIPULACAO E COMERCIO LTDA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80012395;X990;320278;NO CLIENTE;ASSOCIACAO DE TURISMO DA ESTANCIA DE SOCORRO/SP;ASTUR;1708;ANA PAULA MIELLI;ALUGADA
VF80012430;X990;1048874;NO CLIENTE;SM ODONTOMED PRODUTOS MEDICOS E ODONTOLOGICOS LTDA;SM ODONTOMED;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80005968;X990;998757;NO CLIENTE;ADENILSON CARDOSO MONTALVAO;ADENILSON CARDOSO MONTALVAO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80007364;X990;1186280;NO CLIENTE;PAPELARIA E ELETRONICOS MEIRELES LTDA;PAPELARIA E ELETRONICOS MEIRELES;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80007406;X990;319050;NO CLIENTE;LUCAS MIGUEL NUNES REIS ROS;LUCAS MIGUEL NUNES REIS ROS;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80007504;X990;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
VF80007497;X990;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
VF80007668;X990;303472;NO CLIENTE;JOICE DE FARIA MULATO;JOICE DE FARIA;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
VF80007553;X990;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
VF80007468;X990;303409;NO CLIENTE;DISK BOMBA HAMBURGUERIA E LANCHONETE LTDA;DISK BOMBA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80007444;X990;1048874;NO CLIENTE;SM ODONTOMED PRODUTOS MEDICOS E ODONTOLOGICOS LTDA;SM ODONTOMED;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80007469;X990;303712;NO CLIENTE;RICARDO COSTA MOREIRA;RICARDO COSTA MOREIRA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80008116;X990;1223649;NO CLIENTE;FABIANA NISHIMOTO GOMES COSTA;FABIANA NISHIMOTO GOMES COSTA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80008159;X990;300158;NO CLIENTE;EDUARDO DA SILVA FROES & CIA. LTDA;SOBRADAO;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80008145;X990;301953;NO CLIENTE;THE BEST RT PIZZA LTDA;THE BEST PIZZA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80008166;X990;1222076;NO CLIENTE;GIORNO BENEDETTO COMERCIO DE ALIMENTOS E BEBIDAS LTDA;GIORNO BENEDETTO;2980;SUPERAPP SERVICOS;ALUGADA
VF80008234;X990;300599;NO CLIENTE;LED LUZIANIA CONCEITO E ILUMINACAO LTDA;LED LUZIANIA;1389;SMARTPAG;ALUGADA
VF80008574;X990;1225925;NO CLIENTE;AUGUSTO GERALDINO & CIA LTDA - ME;BAR FLAMENGO;2980;SUPERAPP SERVICOS;ALUGADA
VF80010313;X990;307761;NO CLIENTE;TARCISIO PIRES DE SOUZA 06029962876;TARCISIO LANCHES;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80010817;X990;1147496;NO CLIENTE;RAYRA GOMES DE MENEZES EIRELI;MERCADO DO BOI;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80011424;X990;1097252;NO CLIENTE;JORGE RIBEIRO DA SILVA;JORGE RIBEIRO DA SILVA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80011156;X990;1231899;NO CLIENTE;WL FORNECEDORES DE ALIMENTOS LTDA;PALADAR BRASILIA;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
VF80011388;X990;1222120;NO CLIENTE;MODENA EMPREENDIMENTOS E SERVICOS LTDA;BG GLOBAL;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80011343;X990;1148706;NO CLIENTE;COMIDAS MINEIRA E GOIANA LTDA;COMIDAS MINEIRA E GOIANA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80011441;X990;1229845;NO CLIENTE;DOGSTER BURGER, PIZZA E CONGELADOS LTDA;DOGSTER BURGER, PIZZA E CONGELADOS;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80011468;X990;1031942;NO CLIENTE;MINERADORA SERRANA LTDA -ME;MINERADORA SERRANA LTDA -ME;1708;ANA PAULA MIELLI;ALUGADA
VF80012073;X990;1034900;NO CLIENTE;ARAUJO ALVES LTDA;ARAUJO ALVES LTDA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80012085;X990;314142;NO CLIENTE;EMPORIO DO CRISTO LTDA;EMPORIO DO CRISTO;1708;ANA PAULA MIELLI;ALUGADA
VF80010297;X990;1222120;NO CLIENTE;MODENA EMPREENDIMENTOS E SERVICOS LTDA;BG GLOBAL;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80010298;X990;301953;NO CLIENTE;THE BEST RT PIZZA LTDA;THE BEST PIZZA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80010402;X990;1222120;NO CLIENTE;MODENA EMPREENDIMENTOS E SERVICOS LTDA;BG GLOBAL;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80010585;X990;1222120;NO CLIENTE;MODENA EMPREENDIMENTOS E SERVICOS LTDA;BG GLOBAL;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80010596;X990;1148555;NO CLIENTE;FARMACIA SALES & SANTOS LTDA;DROGARIA TRABALHADOR;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80010614;X990;1231843;NO CLIENTE;PALATO PIZZARIA LTDA;PALATO;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
VF80010729;X990;1071835;NO CLIENTE;EDIGLEISSON SILVA DA ROCHA;EDIGLEISSON SILVA DA ROCHA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80010741;X990;315975;NO CLIENTE;NELSON BARALDI MOTOS;NELSINHO RETIFICA;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
VF80010899;X990;1196765;NO CLIENTE;NA VIBE CONVENIENCIA LTDA;NA VIBE;1879;JONATHAN SANTOS ANTHONIJSZ;ALUGADA
VF80012284;X990;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
VF80002312;X990;1231843;NO CLIENTE;PALATO PIZZARIA LTDA;PALATO;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
VF80002412;X990;1223516;NO CLIENTE;ELIANE V DE CARVALHO - BAR E LANCHONETE;PARADA MIL;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80012291;X990;1224753;NO CLIENTE;PASTELARIA ENGENHO LTDA;PASTELARIA ENGENHO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80052266;X990;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
VF80052318;X990;1225894;NO CLIENTE;ACAITERIA ORIGINAL LTDA;ACAITERIA ORIGINAL;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80052322;X990;1158419;NO CLIENTE;SOLUCAO DE PECAS E MECANICA CRISTALINA LTDA;SOLUCAO AUTO PECAS E SERVICOS;1576;NETTROM COMERCIO DE EQUIPAMENTOS DE TELECOMUNICACAO LTDA;ALUGADA
VF80052413;X990;921883;NO CLIENTE;RESTAURANTE E PIZZARIA VINHA D’ALHOS;VINHA D’ALHOS;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80052421;X990;1182778;NO CLIENTE;ATACADAO MEGA GELATTO LUZIANIA LTDA.;MEGA GELATTO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80052418;X990;1218154;NO CLIENTE;CASA LAGO BAR E COZINHA LTDA;CASA LAGO BAR E COZINHA;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
VF80052415;X990;314567;NO CLIENTE;LUIZ CLAUDIO JOLVINO DA SILVA;LUIZ CLAUDIO JOLVINO DA SILVA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80052422;X990;1013757;NO CLIENTE;THE BEST PIZZA LP LTDA;THE BEST PIZZA LP;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
VF80003212;X990;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
PB1S248P70416;P2 BIN;1153893;NO CLIENTE;NUTRARI DISTRIBUIDORA DE ALIMENTOS;BRIAMAR POINT;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
PB1S256A78175;P2 BIN;303466;NO CLIENTE;DECIO LUIZ WILKENS E FILHO LTDA;AL PESO RESTAURANTE;1349;VAREJO CONECTA;ALUGADA
PB1S256A78453;P2 BIN;1172252;NO CLIENTE;PANIFICADORA MASCARENHAS E MERCADINHO LTDA;PANIFICADORA MASCARENHAS E MERCADINHO;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S256A78491;P2 BIN;1140703;NO CLIENTE;MERCADINHO MASCARENHAS SILVA LTDA;MERCADINHO MASCARENHAS;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S256B77946;P2 BIN;1143001;NO CLIENTE;JOSE WIGNO DA SILVA LIMA;MUNDO DAS UTILIDADES;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S256B78238;P2 BIN;1085676;NO CLIENTE;F R T RESTURANTE LTDA;PANELA CHEIA PRIME;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259Q76190;P2 BIN;1099903;NO CLIENTE;CARLOS ALBERTO OLIVEIRA DA SILVA;GRUPO EXATAPAY;2932;GRUPO EXATAPAY;ALUGADA
PB1S259Q76192;P2 BIN;1147490;NO CLIENTE;MARCELA MATOS DE MORAES;MARCELA MATOS DE MORAES;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259Q76193;P2 BIN;905929;NO CLIENTE;FJA PIZZAIOLOS LTDA;PIZZA CESAR;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259Q76194;P2 BIN;1198480;NO CLIENTE;EMPORIO CAIPIRA DE SOCORRO LTDA;CAFETERIA E DOCARIA EMPORIO CAIPIRA;2819;DAVID MACHADO DACOL;ALUGADA
PB1S259Q76217;P2 BIN;302718;NO CLIENTE;SERRA NEGRA EMPREENDIMENTOS TURISTICOS S A;TELEFERICO SERRA NEGRA;1708;ANA PAULA MIELLI;ALUGADA
PB1S259Q76244;P2 BIN;1198196;NO CLIENTE;Z3 TICKETS E EVENTOS LTDA;Z3 TICKETS E EVENTOS;2941;AZUL PAGAMENTOS LTDA;ALUGADA
PB1S259Q76266;P2 BIN;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
PB1S259Q76268;P2 BIN;316624;NO CLIENTE;ATACAREJO TEND TUDO LTDA;ATACAREJO TEND TUDO;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259Q76283;P2 BIN;1143463;NO CLIENTE;SERVICO FUNERARIO DO M DE SOCORRO;FUNERARIA CARVALHO;1811;CIBELE FERNANDA DOCEMA;ALUGADA
PB1S259Q76292;P2 BIN;905929;NO CLIENTE;FJA PIZZAIOLOS LTDA;PIZZA CESAR;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259Q76293;P2 BIN;303828;NO CLIENTE;ALEX FRANCO;CPF -  OTICA FABRICA DE OCULOS;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
PB1S259Q76294;P2 BIN;1011947;NO CLIENTE;ESKINAO ESPETINHOS LTDA;ESKINAO ESPETINHOS;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259Q76295;P2 BIN;1228386;NO CLIENTE;BANCA CREPE TO GO COMERCIO LTDA;CREPE TO GO;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259Q76305;P2 BIN;319555;NO CLIENTE;POPSOLAR ENERGIA RENOVAVEL LTDA;POPSOLAR ENERGIA RENOVAVEL;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259Q76327;P2 BIN;315849;NO CLIENTE;MARIA MARLUCE FERREIRA COELHO;CNPJ PADARIA DO SALTO;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
PB1S259Q76328;P2 BIN;1185675;NO CLIENTE;TUDO UTILIDADES LTDA;TUDO UTILIDADES;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259Q76333;P2 BIN;1001503;NO CLIENTE;L M MEIRELES AUTO MECANICA;AUTO MECANICA MEIRELES;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259Q76390;P2 BIN;1051746;NO CLIENTE;ISABELLA R. BERNARDI & CIA LTDA;ISABELLA R. BERNARDI & CIA LTDA;1708;ANA PAULA MIELLI;ALUGADA
PB1S259Q76855;P2 BIN;957803;NO CLIENTE;CLINICA RENOVA POR GRASI BUENO LTDA;CLINICA RENOVA POR GRASI BUENO REJUVE FACIAL E CORPORAL;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259Q76860;P2 BIN;891689;NO CLIENTE;CHALANA CASA DE QUEIJOS LTDA;CHALANA;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259Q76862;P2 BIN;1186883;NO CLIENTE;JULIENE APARECIDA MOSCAO DE ANDRADE;JULIENE MOSCAO;1708;ANA PAULA MIELLI;ALUGADA
PB1S259Q76892;P2 BIN;300571;NO CLIENTE;C. S. RODRIGUES;MERCADO ALVORADA;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259Q76925;P2 BIN;303004;NO CLIENTE;ALIBA IMPORT LTDA;ALIBA IMPORT LTDA;1349;VAREJO CONECTA;ALUGADA
PB1S259Q77222;P2 BIN;939176;NO CLIENTE;GV MORAIS COMERCIO DE ALIMENTOS LTDA;PIZZA CESAR;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
PB1S259Q78110;P2 BIN;1172252;NO CLIENTE;PANIFICADORA MASCARENHAS E MERCADINHO LTDA;PANIFICADORA MASCARENHAS E MERCADINHO;2086;ELVYS - GRUPO POWERPAY;ALUGADA
PB1S259Q79437;P2 BIN;324925;NO CLIENTE;SJC SERVICOS ODONTOLOGICOS LTDA;SJC SERVICOS ODONTOLOGICOS;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
PB1S259Q79650;P2 BIN;961187;NO CLIENTE;CIEO - CLINICA INTEGRADA E ESPECIALIDADES ODONTOLOGICAS LTDA;ODONTOCOMPANY;1708;ANA PAULA MIELLI;ALUGADA
PB1S259Q79807;P2 BIN;315488;NO CLIENTE;SAQUAREMA ODONTOLOGIA LTDA.;SAQUAREMA ODONTOLOGIA;1350;GF CONSULTORIA EMPRESARIAL LTDA;ALUGADA
PB1S259Q79909;P2 BIN;302718;NO CLIENTE;SERRA NEGRA EMPREENDIMENTOS TURISTICOS S A;TELEFERICO SERRA NEGRA;1708;ANA PAULA MIELLI;ALUGADA
PB1S259Q79929;P2 BIN;947106;NO CLIENTE;APG FOOD LTDA;APG FOOD;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259R72958;P2 BIN;1213028;NO CLIENTE;BARAO MOTORS ELECTRIC LTDA;BARAO MOTORS ELECTRIC LTDA;1708;ANA PAULA MIELLI;ALUGADA
PB1S259R72958;P2 BIN;1213028;NO CLIENTE;BARAO MOTORS ELECTRIC LTDA;BARAO MOTORS ELECTRIC LTDA;1708;ANA PAULA MIELLI;ALUGADA
PB1S259R73044;P2 BIN;301859;NO CLIENTE;BOOOOW BURGUER - LANCHONETE E RESTAURANTE LTDA;BOOOOW BURGUER LANCHES;1351;WELSON WESLEY RODRIGUES DE MOURA;ALUGADA
PB1S259R73069;P2 BIN;1099903;NO CLIENTE;CARLOS ALBERTO OLIVEIRA DA SILVA;GRUPO EXATAPAY;2932;GRUPO EXATAPAY;ALUGADA
PB1S259R73085;P2 BIN;1210621;NO CLIENTE;GOPASS TECNOLOGIA LTDA;SABARA PASS;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
PB1S259R73108;P2 BIN;304649;NO CLIENTE;PAULO FRATINI DE OLIVEIRA SANTOS LTDA;HOTEL CASA ALFREDO;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
PB1S259R73121;P2 BIN;1093075;NO CLIENTE;NANA SUMMER COMERCIO DE ROUPAS LTDA;NANA SUMMER COMERCIO DE ROUPAS LTDA;1708;ANA PAULA MIELLI;ALUGADA
PB1S259R73641;P2 BIN;947547;NO CLIENTE;JHGB ODONTOLOGIA LTDA;JHGB ODONTOLOGIA LTDA;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
PB1S259R73133;P2 BIN;939176;NO CLIENTE;GV MORAIS COMERCIO DE ALIMENTOS LTDA;PIZZA CESAR;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;ALUGADA
